ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,remarks,evtitle,evtype,dept,submittedby,galleryname,evdate,oldcode
1822,2,2014-01-16 22:58:02,2014-01-16 14:58:02,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-34-sl
[evtype]Genesis
[evtype]Publication
[evdate]1998-12-2
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-34-sl,,,2014-01-16 22:58:02,2014-01-16 14:58:02,,0,http://digitalimages.ust.hk/gallery/?p=1822,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-34-sl,1998-12-2,PUB-GNS-M/Y-X(a/b)-SM
1823,2,2014-01-16 22:58:02,2014-01-16 14:58:02,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-35-sl
[evtype]Genesis
[evtype]Publication
[evdate]1999-02-3
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-35-sl,,,2014-01-16 22:58:02,2014-01-16 14:58:02,,0,http://digitalimages.ust.hk/gallery/?p=1823,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-35-sl,1999-02-3,PUB-GNS-M/Y-X(a/b)-SM
1824,2,2014-01-16 22:58:02,2014-01-16 14:58:02,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-36-sl
[evtype]Genesis
[evtype]Publication
[evdate]1999-03-3
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-36-sl,,,2014-01-16 22:58:02,2014-01-16 14:58:02,,0,http://digitalimages.ust.hk/gallery/?p=1824,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-36-sl,1999-03-3,PUB-GNS-M/Y-X(a/b)-SM
1825,2,2014-01-16 22:58:02,2014-01-16 14:58:02,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-37-sl
[evtype]Genesis
[evtype]Publication
[evdate]1999-04-7
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-37-sl,,,2014-01-16 22:58:02,2014-01-16 14:58:02,,0,http://digitalimages.ust.hk/gallery/?p=1825,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-37-sl,1999-04-7,PUB-GNS-M/Y-X(a/b)-SM
1826,2,2014-01-16 22:58:02,2014-01-16 14:58:02,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-38-sl
[evtype]Genesis
[evtype]Publication
[evdate]1999-05-5
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-38-sl,,,2014-01-16 22:58:02,2014-01-16 14:58:02,,0,http://digitalimages.ust.hk/gallery/?p=1826,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-38-sl,1999-05-5,PUB-GNS-M/Y-X(a/b)-SM
1827,2,2014-01-16 22:58:02,2014-01-16 14:58:02,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-39-sl
[evtype]Genesis
[evtype]Publication
[evdate]1999-06-2
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-39-sl,,,2014-01-16 22:58:02,2014-01-16 14:58:02,,0,http://digitalimages.ust.hk/gallery/?p=1827,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-39-sl,1999-06-2,PUB-GNS-M/Y-X(a/b)-SM
1828,2,2014-01-16 22:58:02,2014-01-16 14:58:02,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-4-sl
[evtype]Genesis
[evtype]Publication
[evdate]1996-11-6
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-4-sl,,,2014-01-16 22:58:02,2014-01-16 14:58:02,,0,http://digitalimages.ust.hk/gallery/?p=1828,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-4-sl,1996-11-6,PUB-GNS-M/Y-X(a/b)-SM
1829,2,2014-01-16 22:58:02,2014-01-16 14:58:02,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-5-sl
[evtype]Genesis
[evtype]Publication
[evdate]1996-11-20
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-5-sl,,,2014-01-16 22:58:02,2014-01-16 14:58:02,,0,http://digitalimages.ust.hk/gallery/?p=1829,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-5-sl,1996-11-20,PUB-GNS-M/Y-X(a/b)-SM
1830,2,2014-01-16 22:58:03,2014-01-16 14:58:03,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-6-sl
[evtype]Genesis
[evtype]Publication
[evdate]1996-12-4
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-6-sl,,,2014-01-16 22:58:03,2014-01-16 14:58:03,,0,http://digitalimages.ust.hk/gallery/?p=1830,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-6-sl,1996-12-4,PUB-GNS-M/Y-X(a/b)-SM
1831,2,2014-01-16 22:58:03,2014-01-16 14:58:03,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-7-sl
[evtype]Genesis
[evtype]Publication
[evdate]1997-03-5
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-7-sl,,,2014-01-16 22:58:03,2014-01-16 14:58:03,,0,http://digitalimages.ust.hk/gallery/?p=1831,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-7-sl,1997-03-5,PUB-GNS-M/Y-X(a/b)-SM
1832,2,2014-01-16 22:58:03,2014-01-16 14:58:03,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-8-sl
[evtype]Genesis
[evtype]Publication
[evdate]1997-03-19
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-8-sl,,,2014-01-16 22:58:03,2014-01-16 14:58:03,,0,http://digitalimages.ust.hk/gallery/?p=1832,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-8-sl,1997-03-19,PUB-GNS-M/Y-X(a/b)-SM
1833,2,2014-01-16 22:58:03,2014-01-16 14:58:03,"[submittedby]PAO
[oldcode]PUB-GNS-M/Y-X(a/b)-SM
[galleryname]c3-90-9-sl
[evtype]Genesis
[evtype]Publication
[evdate]1997-04-2
[evtitle]Genesis pictures
",Genesis pictures,,publish,open,open,,c3-90-9-sl,,,2014-01-16 22:58:03,2014-01-16 14:58:03,,0,http://digitalimages.ust.hk/gallery/?p=1833,0,post,,0,,Genesis pictures,Publication,,PAO,c3-90-9-sl,1997-04-2,PUB-GNS-M/Y-X(a/b)-SM
1835,2,2014-01-16 22:57:59,2014-01-16 14:57:59,"[submittedby]PAO
[galleryname]a1-190-90-ne
[evtype]Social Club
[evtype]Staff
[evtype]Activities
[evdate]Date unknown
[evtitle]Christmas Party 90
",Christmas Party 90,,publish,open,open,,a1-190-90-ne,,,2014-01-16 22:57:59,2014-01-16 14:57:59,,0,http://digitalimages.ust.hk/gallery/?p=1835,0,post,,0,,Christmas Party 90,Activities,,PAO,a1-190-90-ne,Date unknown,
1836,2,2014-01-16 22:57:59,2014-01-16 14:57:59,"[submittedby]PAO
[galleryname]a1-190-91-ne
[evtype]Social Club
[evtype]Staff
[evtype]Activities
[evdate]1991-12-24
[evtitle]Christmas Party 91
",Christmas Party 91,,publish,open,open,,a1-190-91-ne,,,2014-01-16 22:57:59,2014-01-16 14:57:59,,0,http://digitalimages.ust.hk/gallery/?p=1836,0,post,,0,,Christmas Party 91,Activities,,PAO,a1-190-91-ne,1991-12-24,
1837,2,2014-01-16 22:58:03,2014-01-16 14:58:03,"[submittedby]PAO
[galleryname]cong-8th-ne
[evtype]Congregation
[evdate]2000-11-8
[evtitle]8th Congregation
",8th Congregation,,publish,open,open,,cong-8th-ne,,,2014-01-16 22:58:03,2014-01-16 14:58:03,,0,http://digitalimages.ust.hk/gallery/?p=1837,0,post,,0,,8th Congregation,Congregation,,PAO,cong-8th-ne,2000-11-8,
1838,2,2014-01-16 22:57:59,2014-01-16 14:57:59,"[submittedby]PAO
[oldcode]CAM-RF-XXX-SM
[galleryname]a3-690a
[dept]SAO
[evtype]Venue
[evtype]Campus
[evdate]Date unknown
[evtitle]Recreation Facilities
",Recreation Facilities,,publish,open,open,,a3-690a,,,2014-01-16 22:57:59,2014-01-16 14:57:59,,0,http://digitalimages.ust.hk/gallery/?p=1838,0,post,,0,,Recreation Facilities,Campus,SAO,PAO,a3-690a,Date unknown,CAM-RF-XXX-SM
1839,2,2014-01-16 22:57:59,2014-01-16 14:57:59,"[submittedby]PAO
[oldcode]CAM-RF98-XXX-SM
[galleryname]a3-690b
[dept]SAO
[evtype]Venue
[evtype]Campus
[evdate]Date unknown
[evtitle]Recreation Facilities
",Recreation Facilities,,publish,open,open,,a3-690b,,,2014-01-16 22:57:59,2014-01-16 14:57:59,,0,http://digitalimages.ust.hk/gallery/?p=1839,0,post,,0,,Recreation Facilities,Campus,SAO,PAO,a3-690b,Date unknown,CAM-RF98-XXX-SM
1840,2,2014-01-16 22:57:59,2014-01-16 14:57:59,"[submittedby]PAO
[oldcode]HOU-STU-XXX-SM
[galleryname]a3-730a
[dept]SAO
[evtype]Venue
[evtype]Campus
[evdate]Date unknown
[evtitle]Student Housing
",Student Housing,,publish,open,open,,a3-730a,,,2014-01-16 22:57:59,2014-01-16 14:57:59,,0,http://digitalimages.ust.hk/gallery/?p=1840,0,post,,0,,Student Housing,Campus,SAO,PAO,a3-730a,Date unknown,HOU-STU-XXX-SM
1841,2,2014-01-16 22:57:59,2014-01-16 14:57:59,"[submittedby]PAO
[oldcode]HOU-STU98-XXX-SM
[galleryname]a3-730b
[dept]SAO
[evtype]Venue
[evtype]Campus
[evdate]1998-01-11
[evtitle]Student Housing
",Student Housing,,publish,open,open,,a3-730b,,,2014-01-16 22:57:59,2014-01-16 14:57:59,,0,http://digitalimages.ust.hk/gallery/?p=1841,0,post,,0,,Student Housing,Campus,SAO,PAO,a3-730b,1998-01-11,HOU-STU98-XXX-SM
1842,2,2014-01-16 22:57:59,2014-01-16 14:57:59,"[submittedby]PAO
[oldcode]CONG2-XXX-SM
[galleryname]a4-30a
[evtype]Congregation
[evdate]1994-11-4
[evtitle]Second Congregation
",Second Congregation,,publish,open,open,,a4-30a,,,2014-01-16 22:57:59,2014-01-16 14:57:59,,0,http://digitalimages.ust.hk/gallery/?p=1842,0,post,,0,,Second Congregation,Congregation,,PAO,a4-30a,1994-11-4,CONG2-XXX-SM
1843,2,2014-01-16 22:58:00,2014-01-16 14:58:00,"[submittedby]PAO
[oldcode]94-UC-XX-X-SM
[galleryname]a4-30b
[evtype]Congregation
[evdate]1994-11-4
[evtitle]Second Congregation
",Second Congregation,,publish,open,open,,a4-30b,,,2014-01-16 22:58:00,2014-01-16 14:58:00,,0,http://digitalimages.ust.hk/gallery/?p=1843,0,post,,0,,Second Congregation,Congregation,,PAO,a4-30b,1994-11-4,94-UC-XX-X-SM
1844,2,2014-01-16 22:58:03,2014-01-16 14:58:03,"[submittedby]PAO
[oldcode]CIVL-X-X
[galleryname]ptc-civl
[dept]CIVL
[evtype]Department
[evdate]Date unknown
[evtitle]CIVL
",CIVL,,publish,open,open,,ptc-civl,,,2014-01-16 22:58:03,2014-01-16 14:58:03,,0,http://digitalimages.ust.hk/gallery/?p=1844,0,post,,0,,CIVL,Department,CIVL,PAO,ptc-civl,Date unknown,CIVL-X-X
1845,2,2014-01-16 22:58:03,2014-01-16 14:58:03,"[submittedby]PAO
[oldcode]ODAY-X-X
[galleryname]ptc-oday
[evtype]Open Day
[evdate]1993-10-21
[evtitle]HKUST Open Day
",HKUST Open Day,,publish,open,open,,ptc-oday,,,2014-01-16 22:58:03,2014-01-16 14:58:03,,0,http://digitalimages.ust.hk/gallery/?p=1845,0,post,,0,,HKUST Open Day,Open Day,,PAO,ptc-oday,1993-10-21,ODAY-X-X
1846,2,2014-01-16 22:58:03,2014-01-16 14:58:03,"[submittedby]PAO
[oldcode]OPEN-X-X
[galleryname]ptc-open-hkera
[evtype]Conference
[evdate]1992-11-21
[evtitle]The Hong Kong Educational Research Association - Ninth Annual Conference
",The Hong Kong Educational Research Association - Ninth Annual Conference,,publish,open,open,,ptc-open-hkera,,,2014-01-16 22:58:03,2014-01-16 14:58:03,,0,http://digitalimages.ust.hk/gallery/?p=1846,0,post,,0,,The Hong Kong Educational Research Association - Ninth Annual Conference,Conference,,PAO,ptc-open-hkera,1992-11-21,OPEN-X-X
1847,2,2014-01-16 22:58:03,2014-01-16 14:58:03,"[submittedby]PAO
[oldcode]PHY-X-X
[galleryname]ptc-phys
[dept]PHYS
[evtype]Department
[evdate]Date unknown
[evtitle]PHY
",PHY,,publish,open,open,,ptc-phys,,,2014-01-16 22:58:03,2014-01-16 14:58:03,,0,http://digitalimages.ust.hk/gallery/?p=1847,0,post,,0,,PHY,Department,PHYS,PAO,ptc-phys,Date unknown,PHY-X-X
1849,1,2014-03-03 10:37:29,2014-03-03 02:37:29,[singlepic id=41121 w=100 h=75 ],UST SI3_102_SM,,publish,open,open,,ust-si3_102_sm,,,2014-03-03 10:37:29,2014-03-03 02:37:29,,0,http://digitalimages.ust.hk/gallery/?p=1849,0,post,,0,[singlepic id=41121 w=100 h=75 ],,,,,,,
1850,2,2015-04-13 15:44:30,2015-04-13 07:44:30,"[submittedby]PAO
[galleryname]fm-sao-9201a
[dept]SAO
[evtype]Ceremony
[evtype]Campus
[evdate]1992-01-8
[evtitle]Opening Ceremony of the Halls of Residence
",Opening Ceremony of the Halls of Residence,,publish,open,open,,fm-sao-9201a,,,2015-04-13 15:44:30,2015-04-13 07:44:30,,0,http://digitalimages.ust.hk/gallery/?p=1850,0,post,,0,,Opening Ceremony of the Halls of Residence,Campus,SAO,PAO,fm-sao-9201a,1992-01-8,
1851,2,2015-04-13 15:44:32,2015-04-13 07:44:32,"[submittedby]PAO
[galleryname]fm-sao-9201b
[dept]SAO
[evtype]Orientation and Official Welcome
[evtype]Students
[evtype]Activities
[evdate]1991-09-26
[evtitle][Welcome of New Students]
",[Welcome of New Students],,publish,open,open,,fm-sao-9201b,,,2015-04-13 15:44:32,2015-04-13 07:44:32,,0,http://digitalimages.ust.hk/gallery/?p=1851,0,post,,0,,,Activities,SAO,PAO,fm-sao-9201b,1991-09-26,
1852,2,2015-04-13 15:46:47,2015-04-13 07:46:47,"[submittedby]PAO
[galleryname]fm-sao-9201c
[dept]SAO
[evtype]Students
[evtype]Activities
[evdate]1992
[evtitle][Miscellaneous Student Activities]
",[Miscellaneous Student Activities],,publish,open,open,,fm-sao-9201c,,,2015-04-13 15:46:47,2015-04-13 07:46:47,,0,http://digitalimages.ust.hk/gallery/?p=1852,0,post,,0,,,Activities,SAO,PAO,fm-sao-9201c,1992,
1853,2,2015-04-13 15:44:33,2015-04-13 07:44:33,"[submittedby]PAO
[galleryname]fm-sao-9201d
[dept]SAO
[evtype]Staff
[evtype]People
[evdate]1991-10-14
[evtitle][SAO Staff]
",[SAO Staff],,publish,open,open,,fm-sao-9201d,,,2015-04-13 15:44:33,2015-04-13 07:44:33,,0,http://digitalimages.ust.hk/gallery/?p=1853,0,post,,0,,,People,SAO,PAO,fm-sao-9201d,1991-10-14,
1854,2,2015-04-13 15:44:33,2015-04-13 07:44:33,"[submittedby]PAO
[galleryname]fm-sao-9201e
[dept]SAO
[evtype]Performance
[evtype]Activities
[evdate]1991-12-13
[evtitle][7th Fleet Navy Band]
",[7th Fleet Navy Band],,publish,open,open,,fm-sao-9201e,,,2015-04-13 15:44:33,2015-04-13 07:44:33,,0,http://digitalimages.ust.hk/gallery/?p=1854,0,post,,0,,,Activities,SAO,PAO,fm-sao-9201e,1991-12-13,
1855,1,2015-04-13 15:44:33,2015-04-13 07:44:33,"[submittedby]PAO
[galleryname]fm-sc-08-05
[dept]Social Club
[evtype]Competition
[evtype]Staff
[evtype]Activities
[evdate]1996-04-21
[evtitle][Third Hong Kong Dragon Boat Championships]
",[Third Hong Kong Dragon Boat Championships],,publish,open,open,,fm-sc-08-05,,,2016-09-02 15:31:00,2016-09-02 07:31:00,,0,http://digitalimages.ust.hk/gallery/?p=1855,0,post,,0,,,Activities,Social Club,PAO,fm-sc-08-05,1996-04-21,
1856,1,2015-04-13 15:44:34,2015-04-13 07:44:34,"[submittedby]PAO
[galleryname]fm-sc-0835
[dept]Social Club
[evtype]Staff
[evtype]Activities
[evdate]1999-09-23
[evtitle]BBQ Night
",BBQ Night,,publish,open,open,,fm-sc-0835,,,2016-09-02 15:25:39,2016-09-02 07:25:39,,0,http://digitalimages.ust.hk/gallery/?p=1856,0,post,,0,,BBQ Night,Activities,Social Club,PAO,fm-sc-0835,1999-09-23,
1857,1,2015-04-13 15:44:34,2015-04-13 07:44:34,"[submittedby]PAO
[galleryname]fm-sc-0836a
[dept]Social Club
[evtype]Staff
[evtype]Activities
[evdate]1999-09-11
[evtitle][Water Sports]
",[Water Sports],,publish,open,open,,fm-sc-0836a,,,2016-09-02 15:25:04,2016-09-02 07:25:04,,0,http://digitalimages.ust.hk/gallery/?p=1857,0,post,,0,,,Activities,Social Club,PAO,fm-sc-0836a,1999-09-11,
1858,1,2015-04-13 15:44:34,2015-04-13 07:44:34,"[submittedby]PAO
[galleryname]fm-sc-0836b
[dept]Social Club
[evtype]Staff
[evtype]Activities
[evdate]1999-09-22
[evtitle]靈實醫院
",靈實醫院,,publish,open,open,,fm-sc-0836b,,,2016-09-02 15:38:42,2016-09-02 07:38:42,,0,http://digitalimages.ust.hk/gallery/?p=1858,0,post,,0,,靈實醫院,Activities,Social Club,PAO,fm-sc-0836b,1999-09-22,
1859,1,2015-04-13 15:44:34,2015-04-13 07:44:34,"[submittedby]PAO
[galleryname]fm-sc-1636
[dept]Social Club
[evtype]Staff
[evtype]Activities
[evdate]1999-12-23
[evtitle]Social club
",Social Club,,publish,open,open,,fm-sc-1636,,,2016-09-02 15:19:40,2016-09-02 07:19:40,,0,http://digitalimages.ust.hk/gallery/?p=1859,0,post,,0,,Social club,Activities,Social Club,PAO,fm-sc-1636,1999-12-23,
1860,1,2015-04-13 15:44:35,2015-04-13 07:44:35,"[submittedby]PAO
[galleryname]fm-sc-1637
[dept]Social Club
[evtype]Staff
[evtype]Activities
[evdate]2000-02-11
[evtitle]Social club
",Social Club,,publish,open,open,,fm-sc-1637,,,2016-09-02 15:20:02,2016-09-02 07:20:02,,0,http://digitalimages.ust.hk/gallery/?p=1860,0,post,,0,,Social club,Activities,Social Club,PAO,fm-sc-1637,2000-02-11,
1861,2,2015-04-13 15:49:09,2015-04-13 07:49:09,"[submittedby]PAO
[galleryname]fm-sc-1721
[dept]Staff Association
[evtype]Staff
[evtype]Activities
[evdate]2003-12
[evtitle]Staff Christmas Party
",Staff Christmas Party,,publish,open,open,,fm-sc-1721,,,2015-04-13 15:49:09,2015-04-13 07:49:09,,0,http://digitalimages.ust.hk/gallery/?p=1861,0,post,,0,,Staff Christmas Party,Activities,Staff Association,PAO,fm-sc-1721,2003-12,
1862,1,2015-04-13 15:44:35,2015-04-13 07:44:35,"[submittedby]PAO
[galleryname]fm-sc-1723
[dept]Social Club
[evtype]Staff
[evtype]Activities
[evdate]1996-03-15
[evtitle]聯歡聚餐
",聯歡聚餐,,publish,open,open,,fm-sc-1723,,,2016-09-02 15:35:24,2016-09-02 07:35:24,,0,http://digitalimages.ust.hk/gallery/?p=1862,0,post,,0,,聯歡聚餐,Activities,Social Club,PAO,fm-sc-1723,1996-03-15,
1863,1,2015-04-13 15:44:36,2015-04-13 07:44:36,"[submittedby]PAO
[galleryname]fm-sc-2333
[dept]Social Club
[evtype]Staff
[evtype]Activities
[evdate]1999-02-27
[evtitle]靈實醫院
",靈實醫院,,publish,open,open,,fm-sc-2333,,,2016-09-02 15:37:15,2016-09-02 07:37:15,,0,http://digitalimages.ust.hk/gallery/?p=1863,0,post,,0,,靈實醫院,Activities,Social Club,PAO,fm-sc-2333,1999-02-27,
1864,2,2015-04-13 15:44:36,2015-04-13 07:44:36,"[evtitle]西貢區龍舟競渡
[evtype]Competition
[evtype]Staff
[evtype]Activities
[dept]Staff Association
[submittedby]PAO
[galleryname]fm-sc-2430
[evdate]2001
",西貢區龍舟競渡,,publish,open,open,,fm-sc-2430,,,2015-04-13 15:44:36,2015-04-13 07:44:36,,0,http://digitalimages.ust.hk/gallery/?p=1864,0,post,,0,,西貢區龍舟競渡,Activities,Staff Association,PAO,fm-sc-2430,2001,
1865,2,2015-04-13 15:44:36,2015-04-13 07:44:36,"[submittedby]PAO
[galleryname]fm-sc-3105
[dept]Staff Association
[evtype]Competition
[evtype]Staff/Student
[evtype]Activities
[evdate]2005-06-10
[evtitle]西貢區龍舟競渡
",西貢區龍舟競渡,,publish,open,open,,fm-sc-3105,,,2015-04-13 15:44:36,2015-04-13 07:44:36,,0,http://digitalimages.ust.hk/gallery/?p=1865,0,post,,0,,西貢區龍舟競渡,Activities,Staff Association,PAO,fm-sc-3105,2005-06-10,
1866,1,2015-04-13 15:44:36,2015-04-13 07:44:36,"[submittedby]PAO
[galleryname]fm-sc-3283
[dept]Social Club
[evtype]Staff
[evtype]Activities
[evdate]1996-08-9
[evtitle]Stonecutters
",Stonecutters,,publish,open,open,,fm-sc-3283,,,2016-09-02 15:17:25,2016-09-02 07:17:25,,0,http://digitalimages.ust.hk/gallery/?p=1866,0,post,,0,,Stonecutters,Activities,Social Club,PAO,fm-sc-3283,1996-08-9,
1867,2,2015-04-13 15:44:36,2015-04-13 07:44:36,"[submittedby]PAO
[galleryname]fm-sc-3644
[dept]Staff Association
[evtype]Competition
[evtype]Staff/Student
[evtype]Activities
[evdate]2005-06-11
[evtitle]龍舟競渡
",龍舟競渡,,publish,open,open,,fm-sc-3644,,,2015-04-13 15:44:36,2015-04-13 07:44:36,,0,http://digitalimages.ust.hk/gallery/?p=1867,0,post,,0,,龍舟競渡,Activities,Staff Association,PAO,fm-sc-3644,2005-06-11,
1868,2,2015-04-13 15:44:37,2015-04-13 07:44:37,"[submittedby]PAO
[galleryname]fm-sc-3647
[dept]Staff Association
[evtype]Competition
[evtype]Staff
[evtype]Activities
[evdate]2005-06-5
[evtitle]2005 梅窩區端午節龍舟競賽
",2005 梅窩區端午節龍舟競賽,,publish,open,open,,fm-sc-3647,,,2015-04-13 15:44:37,2015-04-13 07:44:37,,0,http://digitalimages.ust.hk/gallery/?p=1868,0,post,,0,,2005 梅窩區端午節龍舟競賽,Activities,Staff Association,PAO,fm-sc-3647,2005-06-5,
1869,2,2015-04-13 15:44:37,2015-04-13 07:44:37,"[submittedby]PAO
[galleryname]fm-sc-3649
[dept]Staff Association
[evtype]Staff
[evtype]Activities
[evdate]2005-01-31
[evtitle]Unknown
",Unknown,,publish,open,open,,fm-sc-3649,,,2015-04-13 15:44:37,2015-04-13 07:44:37,,0,http://digitalimages.ust.hk/gallery/?p=1869,0,post,,0,,Unknown,Activities,Staff Association,PAO,fm-sc-3649,2005-01-31,
1870,2,2015-04-13 15:44:37,2015-04-13 07:44:37,"[submittedby]PAO
[galleryname]fm-sc-3650
[dept]Staff Association
[evtype]Staff
[evtype]Activities
[evdate]2005-02-26
[evtitle]靈實醫院
",靈實醫院,,publish,open,open,,fm-sc-3650,,,2015-04-13 15:44:37,2015-04-13 07:44:37,,0,http://digitalimages.ust.hk/gallery/?p=1870,0,post,,0,,靈實醫院,Activities,Staff Association,PAO,fm-sc-3650,2005-02-26,
1871,1,2015-04-13 15:44:38,2015-04-13 07:44:38,"[evtitle]一九九五年西貢區龍舟競渡
[evtype]Competition
[evtype]Staff
[evtype]Activities
[dept]Social Club
[submittedby]PAO
[galleryname]fm-sc-4698
[evdate]1995
",一九九五年西貢區龍舟競渡,,publish,open,open,,fm-sc-4698,,,2016-09-02 15:29:57,2016-09-02 07:29:57,,0,http://digitalimages.ust.hk/gallery/?p=1871,0,post,,0,,一九九五年西貢區龍舟競渡,Activities,Social Club,PAO,fm-sc-4698,1995,
1872,1,2015-04-13 15:44:38,2015-04-13 07:44:38,"[submittedby]PAO
[galleryname]fm-sc-5139
[dept]Social Club
[evtype]Competition
[evtype]Staff
[evtype]Activities
[evdate]1998-04-26
[evtitle]Dragon Boat
",Dragon Boat,,publish,open,open,,fm-sc-5139,,,2016-09-02 15:33:10,2016-09-02 07:33:10,,0,http://digitalimages.ust.hk/gallery/?p=1872,0,post,,0,,Dragon Boat,Activities,Social Club,PAO,fm-sc-5139,1998-04-26,
1873,1,2015-04-13 15:44:38,2015-04-13 07:44:38,"[submittedby]PAO
[galleryname]fm-sc-5140
[dept]Social Club
[evtype]Competition
[evtype]Staff/Student
[evtype]Activities
[evdate]1998-05-30
[evtitle]一九九八年西貢區龍舟競渡
",一九九八年西貢區龍舟競渡,,publish,open,open,,fm-sc-5140,,,2016-09-02 15:36:45,2016-09-02 07:36:45,,0,http://digitalimages.ust.hk/gallery/?p=1873,0,post,,0,,一九九八年西貢區龍舟競渡,Activities,Social Club,PAO,fm-sc-5140,1998-05-30,
1874,1,2015-04-13 15:44:38,2015-04-13 07:44:38,"[submittedby]PAO
[galleryname]fm-sc-6136
[dept]Social Club
[evtype]Competition
[evtype]Staff/Student
[evtype]Activities
[evdate]1996-06-20
[evtitle]一九九六年西貢區龍舟競渡
",一九九六年西貢區龍舟競渡,,publish,open,open,,fm-sc-6136,,,2016-09-02 15:35:55,2016-09-02 07:35:55,,0,http://digitalimages.ust.hk/gallery/?p=1874,0,post,,0,,一九九六年西貢區龍舟競渡,Activities,Social Club,PAO,fm-sc-6136,1996-06-20,
1875,2,2015-04-13 15:44:38,2015-04-13 07:44:38,"[evtitle]Staff Association
[evtype]Staff
[evtype]Activities
[dept]Staff Association
[submittedby]PAO
[galleryname]fm-sc-6370
[evdate]2005-06
",Staff Association,,publish,open,open,,fm-sc-6370,,,2015-04-13 15:44:38,2015-04-13 07:44:38,,0,http://digitalimages.ust.hk/gallery/?p=1875,0,post,,0,,Staff Association,Activities,Staff Association,PAO,fm-sc-6370,2005-06,
1876,1,2015-04-13 15:44:39,2015-04-13 07:44:39,"[submittedby]PAO
[galleryname]fm-sc-7040
[dept]Social Club
[evtype]Staff
[evtype]Activities
[evdate]Date unknown
[evtitle]Social club
",Social club,,publish,open,open,,fm-sc-7040,,,2016-09-02 15:20:48,2016-09-02 07:20:48,,0,http://digitalimages.ust.hk/gallery/?p=1876,0,post,,0,,Social club,Activities,Social Club,PAO,fm-sc-7040,Date unknown,
1877,1,2015-04-13 15:44:39,2015-04-13 07:44:39,"[submittedby]PAO
[galleryname]fm-sc-7197
[dept]Social Club
[evtype]Competition
[evtype]Staff/Student
[evtype]Activities
[evdate]Date unknown
[evtitle]第三屆香港龍舟錦標賽
",第三屆香港龍舟錦標賽,,publish,open,open,,fm-sc-7197,,,2016-09-02 15:40:15,2016-09-02 07:40:15,,0,http://digitalimages.ust.hk/gallery/?p=1877,0,post,,0,,第三屆香港龍舟錦標賽,Activities,Social Club,PAO,fm-sc-7197,Date unknown,
